-55460058877;55460057293
-76389732388;76389728848
24306871706;-24306878878
92036981597;-92036982716
7374642187;-7374642002
50034941243;-50034936029
44028247959;-44028257181
6084932343;-6084932437
-96247986144;96247987633
-92205919974;92205921463
55232681220;-55232679265
-30431267215;30431263116
-30431267215;30431264513
-26834449884;26834457240
-82942438118;82942429828
70805325159;-70805324601
-588627207;588632235
-97455722652;97455728425
-53356224650;53356233403
-647225465;647219503
-90218527890;90218530870
-58702478446;58702474161
-78774812063;78774814577
-52884790932;52884794563
86581462149;-86581456190
6853061312;-6853070440
55844948140;-55844956616
72737445948;-72737454890
-59259353001;59259360823
68082285657;-68082288731
69684126493;-69684120906
34892215549;-34892221697
34892215549;-34892219555
78265051161;-78265043618
84557373442;-84557382569
96813029608;-96813025418
28195410560;-28195414752
25871630723;-25871638640
25871630723;-25871628675
33832217908;-33832213532
33832217908;-33832209434
-15948243587;15948252992
-57424998078;57424995376
76762921259;-76762923960
-36504197185;36504201654
98022919426;-98022928088
-51113518678;51113526127
96438436115;-96438434067
-30779454080;30779446536
88958527887;-88958519413
94562933684;-94562933313
94562933684;-94562926048
22064421289;-22064421476
-94814636370;94814636555
12817247823;-12817248569
41717238510;-41717235252
-27501487606;27501495241
36957258794;-36957252556
-49869232788;49869226082
79362975051;-79362969557
-56264398507;56264405304
-94287872499;94287869890
-45781697960;45781688553
-274192217;274189608
-6999109643;6999106103
65889449401;-65889442138
-57994111422;57994117754
44166296321;-44166298651
-14755794926;14755789150
-67522427425;67522435433
-63756874187;63756867015
-63756874187;63756867201
-49137495156;49137501115
31759211202;-31759214091
91685593310;-91685599178
76457097090;-76457106125
25856051093;-25856044482
-16648759655;16648755276
10130513045;-10130506340
-38239413006;38239419617
92695655763;-92695646451
-11869722750;11869715113
54315428600;-54315428508
92103184569;-92103189413
25339714123;-25339711330
51108658570;-51108660154
-9032082236;9032081211
-24580863363;24580864852
50299017853;-50299023814
-56022757179;56022757643
41314297794;-41314288854
-42982386492;42982395618
5049591746;-5049597708
55708096342;-55708091127
-76259918500;76259913191
4308043282;-4308052689
33694615836;-33694622170
67126481312;-67126480289
45379576434;-45379572616
64868453780;-64868450149
1380229416;-1380230255
16450829485;-16450831628
-53309856055;53309859686
-38722991263;38722998899
54576750916;-54576746913
-22949871572;22949870360
95367456877;-95367458927
95367456877;-95367450824
32240819154;-32240815057
29660828937;-29660822512
-49001433770;49001440102
69882591799;-69882587051
-75578176592;75578175939
83251163541;-83251169410
87386805651;-87386803230
-80064876928;80064877579
-91264607754;91264602072
2885103832;-2885105509
-26838416014;26838417130
-51323366795;51323363069
-3441101734;3441110022
91298950925;-91298948318
5312890981;-5312890795
-86813894095;86813892045
22840936446;-22840945573
-84638412011;84638418529
-92130264078;92130262959
64683600498;-64683603386
73776569391;-73776564363
-25445373974;25445378723
-94558196513;94558195580
86286965285;-86286972830
-20728229416;20728237424
2302760305;-2302760958
-76623798151;76623802621
-6623742686;6623736073
39121579071;-39121587640
-43700237733;43700231306
-43700237733;43700236148
-85377886326;85377891820
93968196955;-93968194441
76821972139;-76821966180
43996368508;-43996373632
-81455094452;81455085697
49930383055;-49930392928
-10118240729;10118241473
-57197633273;57197633272
-76197271132;76197274018
-40359318881;40359326237
36925113451;-36925107584
18753873798;-18753882181
18753873798;-18753872588
99148083943;-99148092140
-93180824534;93180815592
92779242802;-92779238333
-10377148311;10377147193
9862493495;-9862485021
-15755162070;15755159834
35135646786;-35135641664
-43329034627;43329035557
-27818973143;27818968951
-17379056811;17379048335
35223925083;-35223924153
63295830955;-63295826392
-91292778492;91292771041
-62884061581;62884063349
-84047192701;84047198846
-14338158032;14338148997
56097375674;-56097385547
-68341923398;68341916319
-56847218125;56847208904
37231850781;-37231860654
70395330512;-70395333027
95331389547;-95331382005
-66210158527;66210157594
86198238649;-86198235297
-74364738900;74364734242
-25464028272;25464030693
62031305843;-62031302770
-70850286899;70850282521
4211127713;-4211133674
-50112443022;50112450937
-47226017689;47226022252
-60481079557;60481084026
-99934259244;99934254866
11601106781;-11601099704
70423546233;-70423550052
47523303119;-47523299022
64077803755;-64077803849
89590416657;-89590409580
-51203791216;51203790749
42524718187;-42524725731
33934158707;-33934160385
94425799695;-94425808264
32818019265;-32818018335
654013408;-654017600
86635458742;-86635459674
-89034808050;89034802834
17474989833;-17474992070
76056122582;-76056128357
-86859306874;86859302123
40051797935;-40051795701
8846603291;-8846605062
99700338393;-99700333272
82768133274;-82768139608
-6024860361;6024865203
1474116324;-1474116045
97367712109;-97367707174
96920486258;-96920482627
-98079798556;98079792781
-74884616386;74884619924
55713250281;-55713247767
91847396824;-91847397570
19064969624;-19064975586
-80943959012;80943966182
4575398054;-4575395633
19638437647;-19638446402
1731320890;-1731328342
22706082241;-22706073208
12850832246;-12850835972
-12671768253;12671770394
-12671768253;12671775237
-47645269217;47645271824
-84228002646;84227993797
-84228002646;84227999292
-25513366855;25513359310
69995493614;-69995489424
86823347297;-86823346740
-56110547370;56110554074
-59828120172;59828114118
-59828120172;59828118868
-95806320848;95806329881
52707989398;-52707987071
-96270447223;96270445732
-32454183480;32454175656
-32454183480;32454178543
-32454183480;32454186646
-83888414309;83888406485
70064885248;-70064880685
-96122525259;96122520694
86289553803;-86289546074
70948539753;-70948546646
52288408462;-52288414889
-6382789792;6382782527
96825424394;-96825415361
-15716435908;15716430412
65086591041;-65086590204
14269234572;-14269233269
-7039229436;7039227107
-12960868382;12960870989
-78069394072;78069400684
49406186467;-49406190380
50167601811;-50167598832
63603337930;-63603336720
-74899857480;74899854778
55135655661;-55135657059
78110762768;-78110759602
-5976701298;5976691518
3245343595;-3245352164
-14421939624;14421942417
-96509793400;96509796938
74954709957;-74954712752
-24463364540;24463362211
-36443744943;36443746898
-95390720943;95390727648
-56284095513;56284085827
-56284095513;56284092998
-14575198253;14575201791
-93425816109;93425825980
81848391882;-81848382662
99360766447;-99360763189
-12125907146;12125907797
-30122855926;30122856018
-45666385231;45666393519
77490400233;-77490402841
89213157626;-89213166102
75895780872;-75895776961
44539447661;-44539444589
79371226196;-79371227222
-67470326167;67470328401
61427969560;-61427967605
-78993786117;78993791890
94497220401;-94497216398
-39454270033;39454277483
54731036887;-54731033442
66748939625;-66748947915
50180432084;-50180435530
50180432084;-50180423703
-60415202920;60415205341
82247422627;-82247428495
-86623770365;86623761051
-35598175664;35598184976
-80623312658;80623306324
50039940490;-50039946451
37771689490;-37771692937
15134411451;-15134415550
-11417685129;11417688946
46926911988;-46926906588
92586346991;-92586339914
-85696468124;85696464956
-41831644225;41831652513
-12521452510;12521455023
-83411600806;83411594751
55507209410;-55507207083
30979841822;-30979851415
71451236759;-71451235084
90704104579;-90704103183
47537801390;-47537795896
-85399794945;85399796900
92601902686;-92601911721
12664696906;-12664699607
35008728846;-35008737788
87856846297;-87856854400
-47192927146;47192929567
-26717491135;26717491786
26522776357;-26522777196
3501871369;-3501868669
-89303698107;89303690096
-11453316506;11453324421
31930721240;-31930726177
-78254252383;78254244373
-1813345171;1813350479
71429474638;-71429464767
-5160712128;5160705794
-82258464388;82258467926
-16802221498;16802230252
-55645512397;55645517146
-59524658770;59524654019
-74437365018;74437371350
68479120996;-68479121648
62994500511;-62994495390
8452943483;-8452939386
98196434415;-98196434229
15518947278;-15518943088
-83575434231;83575440283
-92558231574;92558223471
-43927160252;43927165374
14246543270;-14246546438
-19859036487;19859030153
29016122933;-29016119675
87166386277;-87166395871
7474440479;-7474439455
451224064;-451228163
-92927607891;92927606959
20510529689;-20510521401
51998796012;-51998788003
6917825577;-6917834518
6917825577;-6917823343
-80878063376;80878053596
20647318437;-20647322536
-49937168858;49937160476
-79568978576;79568972801
97462875953;-97462885547
-5715046314;5715055067
76198873285;-76198876825
-66512458663;66512466113
-78708050484;78708057933
-12727838435;12727831449
18757005091;-18757002950
-76102414437;76102412946
64992574865;-64992567788
-15944633781;15944643186
-56141464020;56141466254
-23450362554;23450354078
-69610611708;69610609379
49368867440;-49368877127
49368867440;-49368866882
-35752041888;35752040490
93506004099;-93506013879
1365882578;-1365879133
73156203875;-73156199592
73156203875;-73156197264
46879434374;-46879440149
3719067714;-3719070323
-90580291111;90580300330
5679881528;-5679877525
47143572171;-47143571613
25096398650;-25096392877
-29351998740;29351999484
38814887282;-38814895386
-20415832811;20415834021
12079995177;-12079998810
77661253501;-77661246145
-18187692631;18187684713
-7851091357;7851088469
-13321141486;13321139902
-60710372479;60710368287
-70308163283;70308168404
-20835780502;20835779011
63336435315;-63336443884
-81167333472;81167326672
82450032039;-82450031109
41150147440;-41150141015
22096936089;-22096944192
-69800526542;69800531198
-69800526542;69800531850
22194677461;-22194668708
-64378280083;64378285391
-57513414118;57513404338
-91695251964;91695256247
-36112333060;36112330172
-40398793640;40398791497
47044225478;-47044225106
68368438989;-68368431260
-37025145133;37025138799
68813842147;-68813834139
-45949316838;45949318327
-64675880021;64675880393
52528356086;-52528359347
-49628989655;49628995708
38140326709;-38140326058
-29665404340;29665398006
92705607969;-92705610764
-62813780812;62813778576
-57225045356;57225036414
-14041225200;14041220077
62672994268;-62672995945
-55654777566;55654785016
-24754959031;24754957447
21069264468;-21069273875
